session,site,location,landuse,trap,species,abundance
2,AX,Vaassen,Food_forest,2,ONISCUS_ASELLUS,4
2,AX,Vaassen,Food_forest,2,PHILOSCIA_MUSCORUM,10
2,AX,Vaassen,Food_forest,2,PORCELLIO_SCABER,20
2,AI,Rijswijk,Food_forest,1,PHILOSCIA_MUSCORUM,3
2,AX,Vaassen,Food_forest,1,PHILOSCIA_MUSCORUM,2
2,AI,Rijswijk,Food_forest,2,PHILOSCIA_MUSCORUM,2
2,AN,Oostwaard,Food_forest,2,PHILOSCIA_MUSCORUM,18
2,AN,Oostwaard,Food_forest,2,TRACHELIPUS_RATHKII,4
2,AK,Rijswijk,Forest,1,ONISCUS_ASELLUS,2
2,AK,Rijswijk,Forest,1,ARMADILLIDIUM_VULGARE,17
2,AK,Rijswijk,Forest,1,PHILOSCIA_MUSCORUM,8
2,AB,Nevele,Forest,2,ARMADILLIDIUM_VULGARE,15
2,AB,Nevele,Forest,2,PORCELLIO_SCABER,2
2,AB,Nevele,Forest,2,ONISCUS_ASELLUS,3
2,AB,Nevele,Forest,2,PHILOSCIA_MUSCORUM,15
2,AK,Rijswijk,Forest,2,ARMADILLIDIUM_VULGARE,5
2,AK,Rijswijk,Forest,2,PHILOSCIA_MUSCORUM,4
2,AK,Rijswijk,Forest,2,PORCELLIO_SCABER,2
2,AK,Rijswijk,Forest,2,ONISCUS_ASELLUS,1
2,AU,Malden,Forest,1,ONISCUS_ASELLUS,4
2,AU,Malden,Forest,1,ARMADILLIDIUM_VULGARE,5
2,AU,Malden,Forest,1,PORCELLIO_SCABER,22
2,AU,Malden,Forest,1,PHILOSCIA_MUSCORUM,49
2,AU,Malden,Forest,1,ONISCUS_ASELLUS,4
2,AU,Malden,Forest,1,ARMADILLIDIUM_VULGARE,4
2,AU,Malden,Forest,1,PORCELLIO_SCABER,10
2,AU,Malden,Forest,1,PHILOSCIA_MUSCORUM,37
2,AU,Malden,Forest,1,TRICHONISCUS_PUSILLUS,1
2,A,Haarzuilens,Food_forest,1,TRACHELIPUS_RATHKII,2
2,A,Haarzuilens,Food_forest,1,PHILOSCIA_MUSCORUM,4
2,AW,Vaassen,Forest,2,ARMADILLIDIUM_PULCHELLUM,1
2,AW,Vaassen,Forest,2,PHILOSCIA_MUSCORUM,2
2,AW,Vaassen,Forest,2,ONISCUS_ASELLUS,3
2,AW,Vaassen,Forest,2,PORCELLIO_SCABER,3
2,AW,Vaassen,Forest,2,TRICHONISCUS_PUSILLUS,2
2,Y,Swalmen,Food_forest,1,ARMADILLIDIUM_VULGARE,61
2,Y,Swalmen,Food_forest,1,TRACHELIPUS_RATHKII,1
2,J,Boelenslaan,Food_forest,1,ONISCUS_ASELLUS,26
2,J,Boelenslaan,Food_forest,1,LIGIDIUM_HYPNORUM,1
2,J,Boelenslaan,Food_forest,1,PORCELLIO_SCABER,5
2,AU,Malden,Forest,2,ONISCUS_ASELLUS,1
2,AU,Malden,Forest,2,ARMADILLIDIUM_VULGARE,4
2,AU,Malden,Forest,2,PORCELLIO_SCABER,15
2,AU,Malden,Forest,2,PHILOSCIA_MUSCORUM,114
2,Y,Swalmen,Food_forest,2,ARMADILLIDIUM_VULGARE,42
2,Y,Swalmen,Food_forest,2,ONISCUS_ASELLUS,2
2,Y,Swalmen,Food_forest,2,TRACHELIPUS_RATHKII,1
2,Y,Swalmen,Food_forest,2,ARMADILLIDIUM_VULGARE,42
2,Y,Swalmen,Food_forest,2,PHILOSCIA_MUSCORUM,1
2,C,Haarzuilens,Forest,1,TRACHELIPUS_RATHKII,1
2,C,Haarzuilens,Forest,1,PHILOSCIA_MUSCORUM,5
2,B,Haarzuilens,Grassland,2,TRACHELIPUS_RATHKII,3
2,AT,Malden,Food_forest,1,PHILOSCIA_MUSCORUM,55
2,AT,Malden,Food_forest,1,TRACHELIPUS_RATHKII,1
2,AT,Malden,Food_forest,1,ONISCUS_ASELLUS,2
2,AT,Malden,Food_forest,1,PORCELLIO_SCABER,4
2,W,Swalmen,Forest,2,PHILOSCIA_MUSCORUM,19
2,W,Swalmen,Forest,2,ARMADILLIDIUM_VULGARE,3
2,W,Swalmen,Forest,2,ONISCUS_ASELLUS,1
2,F,Vlaardingen,Grassland,1,TRACHELIPUS_RATHKII,1
2,AL,Oostwaard,Grassland,1,TRACHELIPUS_RATHKII,2
2,I,Boelenslaan,Grassland,2,PHILOSCIA_MUSCORUM,33
2,I,Boelenslaan,Grassland,2,ONISCUS_ASELLUS,1
2,AZ,Vaassen,Arable_field,1,PORCELLIO_SCABER,2
2,V,Amsterdam,Forest,2,PHILOSCIA_MUSCORUM,10
2,C,Haarzuilens,Forest,2,PHILOSCIA_MUSCORUM,14
2,C,Haarzuilens,Forest,2,TRACHELIPUS_RATHKII,2
1,F,Vlaardingen,Grassland,2,PHILOSCIA_MUSCORUM,1
2,AE,Houthulst,Grassland,1,PORCELLIO_SCABER,1
2,E,Vlaardingen,Forest,2,PHILOSCIA_MUSCORUM,5
2,E,Vlaardingen,Forest,2,PORCELLIO_SCABER,2
2,E,Vlaardingen,Forest,2,TRICHONISCUS_PUSILLUS,3
2,AB,Nevele,Forest,1,ARMADILLIDIUM_VULGARE,43
2,AB,Nevele,Forest,1,PORCELLIO_SCABER,1
2,AB,Nevele,Forest,1,ONISCUS_ASELLUS,4
2,AB,Nevele,Forest,1,PHILOSCIA_MUSCORUM,7
2,AB,Nevele,Forest,1,ARMADILLIDIUM_VULGARE,63
2,AB,Nevele,Forest,1,ONISCUS_ASELLUS,1
2,AB,Nevele,Forest,1,PORCELLIO_SCABER,1
2,AB,Nevele,Forest,1,PHILOSCIA_MUSCORUM,8
2,AB,Nevele,Forest,1,TRICHONISCUS_PUSILLUS,1
2,AB,Nevele,Forest,1,ARMADILLIDIUM_VULGARE,46
2,AB,Nevele,Forest,1,ONISCUS_ASELLUS,1
2,AB,Nevele,Forest,1,PHILOSCIA_MUSCORUM,2
2,AB,Nevele,Forest,1,ARMADILLIDIUM_VULGARE,69
2,AB,Nevele,Forest,1,ONISCUS_ASELLUS,1
2,AB,Nevele,Forest,1,PORCELLIO_SCABER,3
2,AB,Nevele,Forest,1,PHILOSCIA_MUSCORUM,6
2,V,Amsterdam,Forest,1,PHILOSCIA_MUSCORUM,6
2,V,Amsterdam,Forest,1,ONISCUS_ASELLUS,1
2,V,Amsterdam,Forest,1,PORCELLIO_SCABER,1
2,A,Haarzuilens,Food_forest,2,PHILOSCIA_MUSCORUM,23
2,A,Haarzuilens,Food_forest,2,TRACHELIPUS_RATHKII,2
2,A,Haarzuilens,Food_forest,2,ARMADILLIDIUM_VULGARE,1
2,AD,Houthulst,Food_forest,1,PHILOSCIA_MUSCORUM,1
2,AD,Houthulst,Food_forest,1,TRACHELIPUS_RATHKII,3
2,AD,Houthulst,Food_forest,1,ARMADILLIDIUM_VULGARE,2
2,AD,Houthulst,Food_forest,1,ONISCUS_ASELLUS,5
2,AD,Houthulst,Food_forest,1,TRICHONISCUS_PUSILLUS,1
2,AQ,Etten-Leur,Forest,1,ONISCUS_ASELLUS,29
2,AQ,Etten-Leur,Forest,1,PHILOSCIA_MUSCORUM,42
2,AQ,Etten-Leur,Forest,1,PORCELLIO_SCABER,34
2,AQ,Etten-Leur,Forest,1,ONISCUS_ASELLUS,27
2,AQ,Etten-Leur,Forest,1,PHILOSCIA_MUSCORUM,36
2,AQ,Etten-Leur,Forest,1,PORCELLIO_SCABER,30
2,AQ,Etten-Leur,Forest,1,ONISCUS_ASELLUS,32
2,AQ,Etten-Leur,Forest,1,PHILOSCIA_MUSCORUM,7
2,AQ,Etten-Leur,Forest,1,PORCELLIO_SCABER,19
2,AD,Houthulst,Food_forest,2,PHILOSCIA_MUSCORUM,3
2,AD,Houthulst,Food_forest,2,PORCELLIO_SCABER,2
2,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,32
2,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,10
2,AD,Houthulst,Food_forest,2,HAPLOPHTHALMUS_DANICUS,1
2,AD,Houthulst,Food_forest,2,TRICHONISCUS_PUSILLUS,9
2,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,7
2,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,32
2,E,Vlaardingen,Forest,1,ONISCUS_ASELLUS,2
2,E,Vlaardingen,Forest,1,PORCELLIO_SCABER,2
2,E,Vlaardingen,Forest,1,PHILOSCIA_MUSCORUM,14
2,H,Boelenslaan,Food_forest,2,LIGIDIUM_HYPNORUM,4
2,H,Boelenslaan,Food_forest,2,PHILOSCIA_MUSCORUM,33
2,H,Boelenslaan,Food_forest,2,TRICHONISCUS_PUSILLUS,1
2,AO,Etten-Leur,Food_forest,2,ONISCUS_ASELLUS,12
2,AO,Etten-Leur,Food_forest,2,PHILOSCIA_MUSCORUM,3
2,AO,Etten-Leur,Food_forest,2,HAPLOPHTHALMUS_DANICUS,2
2,Q,Sint-Truiden,Forest,2,ONISCUS_ASELLUS,2
2,Q,Sint-Truiden,Forest,2,PHILOSCIA_MUSCORUM,2
2,Q,Sint-Truiden,Forest,2,PHILOSCIA_AFFINIS,2
2,P,Sint-Truiden,Food_forest,2,ONISCUS_ASELLUS,2
2,P,Sint-Truiden,Food_forest,2,PORCELLIO_SCABER,1
2,P,Sint-Truiden,Food_forest,2,PHILOSCIA_MUSCORUM,2
3,AE,Houthulst,Grassland,1,PORCELLIO_SCABER,3
2,AP,Etten-Leur,Grassland,2,PORCELLIO_SCABER,7
2,AP,Etten-Leur,Grassland,2,ONISCUS_ASELLUS,1
2,AP,Etten-Leur,Grassland,2,PHILOSCIA_MUSCORUM,1
3,AE,Houthulst,Grassland,2,PORCELLIO_SCABER,1
3,V,Amsterdam,Forest,2,PHILOSCIA_MUSCORUM,4
3,AD,Houthulst,Food_forest,2,PORCELLIO_SCABER,1
3,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,4
3,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,71
3,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,126
3,AD,Houthulst,Food_forest,2,PHILOSCIA_MUSCORUM,4
3,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,5
3,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,52
3,AD,Houthulst,Food_forest,2,PHILOSCIA_MUSCORUM,2
3,AD,Houthulst,Food_forest,2,PORCELLIO_SCABER,2
3,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,7
3,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,47
3,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,2
3,AD,Houthulst,Food_forest,2,PHILOSCIA_MUSCORUM,1
3,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,72
3,AD,Houthulst,Food_forest,2,TRACHELIPUS_RATHKII,1
3,AD,Houthulst,Food_forest,2,PORCELLIO_SCABER,3
3,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,6
2,Z,Nevele,Food_forest,1,ARMADILLIDIUM_VULGARE,51
2,Z,Nevele,Food_forest,1,PHILOSCIA_MUSCORUM,3
2,Z,Nevele,Food_forest,1,PORCELLIO_SCABER,2
2,Z,Nevele,Food_forest,1,HYLONISCUS_RIPARIUS,1
2,Z,Nevele,Food_forest,1,ARMADILLIDIUM_VULGARE,90
2,Z,Nevele,Food_forest,1,PHILOSCIA_MUSCORUM,6
2,Z,Nevele,Food_forest,1,HAPLOPHTHALMUS_DANICUS,3
2,Z,Nevele,Food_forest,1,HYLONISCUS_RIPARIUS,12
3,AD,Houthulst,Food_forest,1,ARMADILLIDIUM_VULGARE,9
3,AD,Houthulst,Food_forest,1,PORCELLIO_SCABER,3
3,AD,Houthulst,Food_forest,1,TRACHELIPUS_RATHKII,3
3,AD,Houthulst,Food_forest,1,ONISCUS_ASELLUS,1
3,AD,Houthulst,Food_forest,1,PHILOSCIA_MUSCORUM,4
3,E,Vlaardingen,Forest,1,PHILOSCIA_MUSCORUM,9
3,E,Vlaardingen,Forest,1,PORCELLIO_SCABER,7
3,E,Vlaardingen,Forest,1,ONISCUS_ASELLUS,2
3,E,Vlaardingen,Forest,2,PHILOSCIA_MUSCORUM,1
3,U,Amsterdam,Food_forest,2,TRACHELIPUS_RATHKII,9
3,U,Amsterdam,Food_forest,2,PHILOSCIA_MUSCORUM,1
3,U,Amsterdam,Food_forest,2,PORCELLIO_SCABER,1
3,J,Boelenslaan,Food_forest,1,ONISCUS_ASELLUS,9
3,J,Boelenslaan,Food_forest,1,PORCELLIO_SCABER,2
3,J,Boelenslaan,Food_forest,1,PHILOSCIA_MUSCORUM,1
3,J,Boelenslaan,Food_forest,1,TRICHONISCUS_PUSILLUS,1
3,AB,Nevele,Forest,2,ARMADILLIDIUM_VULGARE,123
3,AB,Nevele,Forest,2,PORCELLIO_SCABER,1
3,AB,Nevele,Forest,2,PHILOSCIA_MUSCORUM,2
3,AB,Nevele,Forest,2,ONISCUS_ASELLUS,3
3,AB,Nevele,Forest,2,ARMADILLIDIUM_VULGARE,83
3,AB,Nevele,Forest,2,PORCELLIO_SCABER,4
3,AB,Nevele,Forest,2,PHILOSCIA_MUSCORUM,3
3,AB,Nevele,Forest,2,ONISCUS_ASELLUS,3
3,AB,Nevele,Forest,2,ARMADILLIDIUM_VULGARE,150
3,AB,Nevele,Forest,2,ONISCUS_ASELLUS,3
3,AB,Nevele,Forest,2,PORCELLIO_SCABER,1
3,AB,Nevele,Forest,2,PHILOSCIA_MUSCORUM,5
3,AB,Nevele,Forest,2,TRICHONISCUS_PUSILLUS,1
1,B,Haarzuilens,Grassland,1,LIGIDIUM_HYPNORUM,3
3,AL,Oostwaard,Grassland,1,TRACHELIPUS_RATHKII,2
3,AL,Oostwaard,Grassland,1,PHILOSCIA_MUSCORUM,1
3,AF,Houthulst,Forest,1,PHILOSCIA_MUSCORUM,14
3,AF,Houthulst,Forest,1,PORCELLIO_SCABER,20
3,AF,Houthulst,Forest,1,ONISCUS_ASELLUS,5
3,AF,Houthulst,Forest,1,TRICHONISCUS_PUSILLUS,11
3,AF,Houthulst,Forest,1,TRICHONISCUS_PROVISORIUS,7
2,AO,Etten-Leur,Food_forest,1,ONISCUS_ASELLUS,5
2,AO,Etten-Leur,Food_forest,1,PORCELLIO_SCABER,24
2,AO,Etten-Leur,Food_forest,1,PHILOSCIA_MUSCORUM,82
2,AO,Etten-Leur,Food_forest,1,ONISCUS_ASELLUS,5
2,AO,Etten-Leur,Food_forest,1,PORCELLIO_SCABER,14
2,AO,Etten-Leur,Food_forest,1,PHILOSCIA_MUSCORUM,82
2,U,Amsterdam,Food_forest,1,TRACHELIPUS_RATHKII,12
2,U,Amsterdam,Food_forest,1,PHILOSCIA_MUSCORUM,22
2,I,Boelenslaan,Grassland,1,PORCELLIO_SCABER,4
2,I,Boelenslaan,Grassland,1,ONISCUS_ASELLUS,1
2,I,Boelenslaan,Grassland,1,PHILOSCIA_MUSCORUM,1
2,H,Boelenslaan,Food_forest,1,PHILOSCIA_MUSCORUM,7
2,H,Boelenslaan,Food_forest,1,LIGIDIUM_HYPNORUM,1
2,AQ,Etten-Leur,Forest,2,PORCELLIO_SCABER,4
2,AQ,Etten-Leur,Forest,2,ONISCUS_ASELLUS,1
2,AL,Oostwaard,Grassland,2,TRACHELIPUS_RATHKII,2
2,AL,Oostwaard,Grassland,2,PHILOSCIA_MUSCORUM,1
2,G,Vlaardingen,Food_forest,2,ONISCUS_ASELLUS,1
2,J,Boelenslaan,Food_forest,2,ONISCUS_ASELLUS,10
2,J,Boelenslaan,Food_forest,2,PORCELLIO_SCABER,2
2,J,Boelenslaan,Food_forest,2,PHILOSCIA_MUSCORUM,25
2,J,Boelenslaan,Food_forest,2,TRICHONISCUS_PUSILLUS,1
2,AN,Oostwaard,Food_forest,1,PORCELLIO_SCABER,1
2,AN,Oostwaard,Food_forest,1,PHILOSCIA_MUSCORUM,5
2,AP,Etten-Leur,Grassland,1,PORCELLIO_SCABER,125
1,Y,Swalmen,Food_forest,2,ARMADILLIDIUM_VULGARE,16
1,Y,Swalmen,Food_forest,2,TRACHELIPUS_RATHKII,7
2,AT,Malden,Food_forest,2,ARMADILLIDIUM_VULGARE,14
2,AT,Malden,Food_forest,2,PORCELLIO_SCABER,4
2,AT,Malden,Food_forest,2,PHILOSCIA_MUSCORUM,36
2,AT,Malden,Food_forest,2,TRACHELIPUS_RATHKII,2
2,AT,Malden,Food_forest,2,ONISCUS_ASELLUS,2
2,G,Vlaardingen,Food_forest,1,TRACHELIPUS_RATHKII,2
2,G,Vlaardingen,Food_forest,1,ONISCUS_ASELLUS,6
2,G,Vlaardingen,Food_forest,1,PORCELLIO_SCABER,1
2,G,Vlaardingen,Food_forest,1,HAPLOPHTHALMUS_DANICUS,1
2,G,Vlaardingen,Food_forest,1,TRICHONISCUS_PUSILLUS,1
2,U,Amsterdam,Food_forest,2,ARMADILLIDIUM_VULGARE,1
2,U,Amsterdam,Food_forest,2,PHILOSCIA_MUSCORUM,12
2,U,Amsterdam,Food_forest,2,TRACHELIPUS_RATHKII,13
2,U,Amsterdam,Food_forest,2,TRICHONISCUS_PUSILLUS,1
1,AI,Rijswijk,Food_forest,2,ARMADILLIDIUM_VULGARE,1
1,AI,Rijswijk,Food_forest,2,TRICHONISCUS_PUSILLUS,1
2,S,Sint-Truiden,Arable_field,2,ARMADILLIDIUM_VULGARE,1
2,AF,Houthulst,Forest,2,ONISCUS_ASELLUS,1
2,AF,Houthulst,Forest,2,PHILOSCIA_MUSCORUM,10
2,AF,Houthulst,Forest,2,PORCELLIO_SCABER,11
2,P,Sint-Truiden,Food_forest,1,ARMADILLIDIUM_VULGARE,5
1,AO,Etten-Leur,Food_forest,1,PHILOSCIA_MUSCORUM,1
1,AO,Etten-Leur,Food_forest,1,PORCELLIO_SCABER,1
2,AE,Houthulst,Grassland,2,PHILOSCIA_MUSCORUM,1
2,AE,Houthulst,Grassland,2,PORCELLIO_SCABER,1
1,AK,Rijswijk,Forest,1,PHILOSCIA_MUSCORUM,1
1,AF,Houthulst,Forest,1,ARMADILLIDIUM_VULGARE,15
1,AF,Houthulst,Forest,1,PORCELLIO_SCABER,10
1,AF,Houthulst,Forest,1,PHILOSCIA_MUSCORUM,13
1,AF,Houthulst,Forest,1,ONISCUS_ASELLUS,6
1,AF,Houthulst,Forest,1,TRICHONISCUS_PUSILLUS,4
1,AF,Houthulst,Forest,1,PHILOSCIA_MUSCORUM,22
1,AF,Houthulst,Forest,1,TRICHONISCUS_PUSILLUS,9
1,AP,Etten-Leur,Grassland,2,PHILOSCIA_MUSCORUM,1
1,AB,Nevele,Forest,1,PORCELLIO_SCABER,1
1,AB,Nevele,Forest,1,PHILOSCIA_MUSCORUM,6
1,AB,Nevele,Forest,1,ONISCUS_ASELLUS,3
1,AB,Nevele,Forest,1,ARMADILLIDIUM_VULGARE,10
1,AB,Nevele,Forest,1,TRICHONISCUS_PUSILLUS,1
1,AB,Nevele,Forest,1,TRICHONISCUS_PROVISORIUS,3
1,AB,Nevele,Forest,1,TRICHONISCOIDES_SPEC.,1
1,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,33
1,AD,Houthulst,Food_forest,2,PHILOSCIA_MUSCORUM,2
1,AD,Houthulst,Food_forest,2,ONISCUS_ASELLUS,1
1,AD,Houthulst,Food_forest,2,ARMADILLIDIUM_VULGARE,25
1,AD,Houthulst,Food_forest,2,TRACHELIPUS_RATHKII,1
1,AD,Houthulst,Food_forest,2,PHILOSCIA_MUSCORUM,2
1,AD,Houthulst,Food_forest,2,HAPLOPHTHALMUS_DANICUS,4
1,AD,Houthulst,Food_forest,2,TRICHONISCOIDES_SPEC.,1
1,AD,Houthulst,Food_forest,2,TRICHONISCUS_PUSILLUS,2
1,AD,Houthulst,Food_forest,2,TRICHONISCUS_PROVISORIUS,1
1,AO,Etten-Leur,Food_forest,2,ONISCUS_ASELLUS,5
1,AO,Etten-Leur,Food_forest,2,HAPLOPHTHALMUS_DANICUS,9
1,AO,Etten-Leur,Food_forest,2,TRICHONISCUS_PUSILLUS,8
1,AT,Malden,Food_forest,1,PHILOSCIA_MUSCORUM,1
1,W,Swalmen,Forest,2,PHILOSCIA_MUSCORUM,1
1,W,Swalmen,Forest,2,ARMADILLIDIUM_VULGARE,1
2,S,Sint-Truiden,Arable_field,1,PORCELLIO_SCABER,1
1,AE,Houthulst,Grassland,2,PORCELLIO_SCABER,1
1,Z,Nevele,Food_forest,1,ARMADILLIDIUM_VULGARE,53
1,Z,Nevele,Food_forest,1,ONISCUS_ASELLUS,1
1,Z,Nevele,Food_forest,1,PHILOSCIA_MUSCORUM,2
1,Z,Nevele,Food_forest,1,TRICHONISCUS_PUSILLUS,1
1,Z,Nevele,Food_forest,1,HYLONISCUS_RIPARIUS,5
1,Z,Nevele,Food_forest,1,ONISCUS_ASELLUS,1
1,Z,Nevele,Food_forest,1,PHILOSCIA_MUSCORUM,3
1,Z,Nevele,Food_forest,1,ARMADILLIDIUM_VULGARE,32
1,Z,Nevele,Food_forest,1,HAPLOPHTHALMUS_DANICUS,1
1,Z,Nevele,Food_forest,1,HYLONISCUS_RIPARIUS,27
2,Q,Sint-Truiden,Forest,1,PORCELLIO_SCABER,1
2,Q,Sint-Truiden,Forest,1,ONISCUS_ASELLUS,4
2,Q,Sint-Truiden,Forest,1,PHILOSCIA_MUSCORUM,1
2,Q,Sint-Truiden,Forest,1,TRICHONISCUS_PUSILLUS,3
1,P,Sint-Truiden,Food_forest,1,ARMADILLIDIUM_VULGARE,2
1,X,Swalmen,Grassland,2,TRACHELIPUS_RATHKII,1
1,F,Vlaardingen,Grassland,1,HAPLOPHTHALMUS_DANICUS,1
1,U,Amsterdam,Food_forest,1,TRACHELIPUS_RATHKII,6
1,U,Amsterdam,Food_forest,1,PHILOSCIA_MUSCORUM,52
1,G,Vlaardingen,Food_forest,2,TRICHONISCUS_PUSILLUS,1
1,G,Vlaardingen,Food_forest,1,PHILOSCIA_MUSCORUM,2
1,G,Vlaardingen,Food_forest,1,ONISCUS_ASELLUS,2
1,G,Vlaardingen,Food_forest,1,PORCELLIO_SCABER,1
1,G,Vlaardingen,Food_forest,1,HAPLOPHTHALMUS_DANICUS,3
1,G,Vlaardingen,Food_forest,1,TRICHONISCUS_PUSILLUS,1
1,G,Vlaardingen,Food_forest,1,TRICHONISCUS_PROVISORIUS,1
1,E,Vlaardingen,Forest,1,PORCELLIO_SCABER,1
1,E,Vlaardingen,Forest,2,PHILOSCIA_MUSCORUM,6
1,V,Amsterdam,Forest,2,TRACHELIPUS_RATHKII,1
1,V,Amsterdam,Forest,2,PHILOSCIA_MUSCORUM,1
1,V,Amsterdam,Forest,2,TRICHONISCUS_PUSILLUS,2
1,V,Amsterdam,Forest,1,PHILOSCIA_MUSCORUM,6
1,J,Boelenslaan,Food_forest,2,PORCELLIO_SCABER,1
1,J,Boelenslaan,Food_forest,2,ONISCUS_ASELLUS,1
1,J,Boelenslaan,Food_forest,2,PHILOSCIA_MUSCORUM,2
1,AD,Houthulst,Food_forest,1,ARMADILLIDIUM_VULGARE,4
1,AD,Houthulst,Food_forest,1,PHILOSCIA_MUSCORUM,2
1,AD,Houthulst,Food_forest,1,ONISCUS_ASELLUS,1
