session,site,location,landuse,trap,species,abundance
2,P,Sint-Truiden,Food_forest,1,Brachyiulus_pusillus,7
2,P,Sint-Truiden,Food_forest,1,Polydesmus_inconstans,1
2,P,Sint-Truiden,Food_forest,1,Polydesmus_coriaceus,2
1,AX,Vaassen,Food_forest,1,Cylindroiulus_latestriatus,7
2,AE,Houthulst,Grassland,2,Brachyiulus_pusillus,1
2,AE,Houthulst,Grassland,2,Polydesmus_coriaceus,2
1,AK,Rijswijk,Forest,1,Cylindroiulus_caeruleocinctus,2
1,AP,Etten-Leur,Grassland,1,Brachydesmus_superus,1
1,AF,Houthulst,Forest,1,Craspedosoma_rawlinsii,1
1,AF,Houthulst,Forest,1,Cylindroiulus_punctatus,1
1,AF,Houthulst,Forest,1,Proteroiulus_fuscus,1
1,AF,Houthulst,Forest,1,Brachyiulus_pusillus,1
1,AF,Houthulst,Forest,1,Polydesmus_coriaceus,4
1,AF,Houthulst,Forest,1,Polydesmus_angustus,2
1,AF,Houthulst,Forest,1,Allajulus_nitidus,4
1,AF,Houthulst,Forest,1,Polydesmus_inconstans,1
1,AF,Houthulst,Forest,1,Ophyiulus_pilosus,3
1,AF,Houthulst,Forest,1,Leptoiulus_kervillei,1
1,AP,Etten-Leur,Grassland,2,Brachyiulus_pusillus,1
1,AP,Etten-Leur,Grassland,2,Polydesmus_angustus,6
1,AP,Etten-Leur,Grassland,2,Brachydesmus_superus,3
1,AB,Nevele,Forest,1,Brachyiulus_pusillus,1
1,AB,Nevele,Forest,1,Cylindroiulus_punctatus,2
1,AB,Nevele,Forest,1,Ommatoiulus_sabulosus,1
1,AB,Nevele,Forest,1,Julus_scandinavius,1
1,AB,Nevele,Forest,1,Polydesmus_angustus,3
1,AB,Nevele,Forest,1,Brachydesmus_superus,19
1,AD,Houthulst,Food_forest,2,Brachydesmus_superus,2
1,AD,Houthulst,Food_forest,2,Polydesmus_angustus,15
1,AO,Etten-Leur,Food_forest,2,Brachyiulus_pusillus,37
1,AO,Etten-Leur,Food_forest,2,Ophyiulus_pilosus,3
1,AO,Etten-Leur,Food_forest,2,Cylindroiulus_latestriatus,209
1,AT,Malden,Food_forest,1,Julus_scandinavius,1
1,AT,Malden,Food_forest,1,Cylindroiulus_punctatus,1
1,AT,Malden,Food_forest,1,Brachyiulus_pusillus,1
1,AT,Malden,Food_forest,1,Brachydesmus_superus,3
1,W,Swalmen,Forest,2,Polydesmus_angustus,2
1,AE,Houthulst,Grassland,2,Polydesmus_coriaceus,2
1,Z,Nevele,Food_forest,1,Cylindroiulus_punctatus,1
1,Z,Nevele,Food_forest,1,Polydesmus_angustus,10
1,Z,Nevele,Food_forest,1,Polydesmus_coriaceus,1
1,Z,Nevele,Food_forest,1,Brachyiulus_pusillus,1
1,Z,Nevele,Food_forest,1,Cylindroiulus_latestriatus,55
2,Q,Sint-Truiden,Forest,1,Polydesmus_angustus,6
2,Q,Sint-Truiden,Forest,1,Cylindroiulus_punctatus,1
2,Q,Sint-Truiden,Forest,1,Melogona_gallica,1
1,P,Sint-Truiden,Food_forest,1,Brachyiulus_pusillus,1
1,P,Sint-Truiden,Food_forest,1,Polydesmus_coriaceus,1
1,AE,Houthulst,Grassland,1,Polydesmus_coriaceus,1
1,U,Amsterdam,Food_forest,1,Brachyiulus_pusillus,2
1,U,Amsterdam,Food_forest,1,Polydesmus_denticulatus,1
1,G,Vlaardingen,Food_forest,2,Ophyiulus_pilosus,5
1,G,Vlaardingen,Food_forest,1,Brachyiulus_pusillus,1
1,G,Vlaardingen,Food_forest,1,Ophyiulus_pilosus,4
1,I,Boelenslaan,Grassland,1,Cylindroiulus_caeruleocinctus,3
1,E,Vlaardingen,Forest,1,Brachyiulus_pusillus,3
1,E,Vlaardingen,Forest,1,Brachydesmus_superus,12
1,V,Amsterdam,Forest,1,Ophyiulus_pilosus,1
1,V,Amsterdam,Forest,1,Cylindroiulus_britannicus,1
1,V,Amsterdam,Forest,1,Brachydesmus_superus,1
1,AD,Houthulst,Food_forest,1,Polydesmus_angustus,6
1,U,Amsterdam,Food_forest,2,Brachyiulus_pusillus,12
1,U,Amsterdam,Food_forest,2,Polydesmus_inconstans,1
1,U,Amsterdam,Food_forest,2,Brachydesmus_superus,1
4,AP,Etten-Leur,Grassland,2,Brachyiulus_pusillus,1
4,G,Vlaardingen,Food_forest,1,Cylindroiulus_punctatus,2
1,AU,Malden,Forest,2,Cylindroiulus_punctatus,2
1,AU,Malden,Forest,2,Brachydesmus_superus,1
1,AU,Malden,Forest,2,Polydesmus_angustus,8
1,F,Vlaardingen,Grassland,2,Brachyiulus_pusillus,1
1,A,Haarzuilens,Food_forest,1,Brachyiulus_pusillus,1
1,A,Haarzuilens,Food_forest,1,Brachydesmus_superus,1
1,AI,Rijswijk,Food_forest,1,Polydesmus_coriaceus,3
1,AX,Vaassen,Food_forest,2,Cylindroiulus_caeruleocinctus,4
1,AX,Vaassen,Food_forest,2,Cylindroiulus_latestriatus,3
1,AX,Vaassen,Food_forest,2,Brachyiulus_pusillus,3
1,AU,Malden,Forest,1,Cylindroiulus_punctatus,4
1,W,Swalmen,Forest,1,Cylindroiulus_punctatus,2
1,W,Swalmen,Forest,1,Polydesmus_angustus,9
1,AM,Oostwaard,Forest,1,Cylindroiulus_caeruleocinctus,1
1,R,Sint-Truiden,Grassland,1,Cylindroiulus_caeruleocinctus,1
1,A,Haarzuilens,Food_forest,2,Brachyiulus_pusillus,7
1,A,Haarzuilens,Food_forest,2,Brachydesmus_superus,1
1,Y,Swalmen,Food_forest,1,Cylindroiulus_punctatus,1
1,Y,Swalmen,Food_forest,1,Cylindroiulus_latestriatus,4
1,AM,Oostwaard,Forest,2,Cylindroiulus_caeruleocinctus,1
1,AM,Oostwaard,Forest,2,Blaniulus_guttulatus,1
1,C,Haarzuilens,Forest,1,Brachyiulus_pusillus,1
1,AT,Malden,Food_forest,2,Brachyiulus_pusillus,3
1,AW,Vaassen,Forest,2,Polydesmus_angustus,1
1,Q,Sint-Truiden,Forest,1,Polydesmus_angustus,2
1,Q,Sint-Truiden,Forest,1,Craspedosoma_rawlinsii,2
1,Q,Sint-Truiden,Forest,1,Cylindroiulus_punctatus,9
1,Q,Sint-Truiden,Forest,1,Melogona_gallica,2
1,Q,Sint-Truiden,Forest,1,Julus_scandinavius,6
1,Q,Sint-Truiden,Forest,1,Tachypodoiulus_niger,3
1,AN,Oostwaard,Food_forest,2,Brachyiulus_pusillus,2
2,AX,Vaassen,Food_forest,2,Polydesmus_angustus,1
2,AX,Vaassen,Food_forest,2,Brachyiulus_pusillus,9
2,AX,Vaassen,Food_forest,2,Cylindroiulus_latestriatus,5
2,AX,Vaassen,Food_forest,1,Polydesmus_angustus,1
2,AN,Oostwaard,Food_forest,2,Brachyiulus_pusillus,1
2,AK,Rijswijk,Forest,1,Cylindroiulus_caeruleocinctus,2
2,AK,Rijswijk,Forest,1,Julus_scandinavius,1
2,AK,Rijswijk,Forest,1,Ophyiulus_pilosus,2
2,AK,Rijswijk,Forest,1,Cylindroiulus_caeruleocinctus,2
2,AK,Rijswijk,Forest,1,Julus_scandinavius,1
2,AK,Rijswijk,Forest,1,Ophyiulus_pilosus,2
2,AB,Nevele,Forest,2,Craspedosoma_rawlinsii,3
2,AB,Nevele,Forest,2,Brachyiulus_pusillus,13
2,AB,Nevele,Forest,2,Polydesmus_angustus,4
2,AB,Nevele,Forest,2,Brachydesmus_superus,1
2,AK,Rijswijk,Forest,2,Cylindroiulus_caeruleocinctus,2
2,AK,Rijswijk,Forest,2,Julus_scandinavius,2
2,AK,Rijswijk,Forest,2,Brachydesmus_superus,2
2,AU,Malden,Forest,1,Julus_scandinavius,1
2,AU,Malden,Forest,1,Proteroiulus_fuscus,1
2,AU,Malden,Forest,1,Polydesmus_angustus,9
2,A,Haarzuilens,Food_forest,1,Polydesmus_denticulatus,5
2,Y,Swalmen,Food_forest,1,Polydesmus_angustus,5
2,AU,Malden,Forest,2,Julus_scandinavius,1
2,AU,Malden,Forest,2,Polydesmus_angustus,8
2,AU,Malden,Forest,2,Polydesmus_denticulatus,2
2,Y,Swalmen,Food_forest,2,Ommatoiulus_sabulosus,3
2,Y,Swalmen,Food_forest,2,Cylindroiulus_latestriatus,2
2,C,Haarzuilens,Forest,1,Brachyiulus_pusillus,4
2,C,Haarzuilens,Forest,1,Polydesmus_denticulatus,7
2,B,Haarzuilens,Grassland,2,Brachyiulus_pusillus,2
2,AT,Malden,Food_forest,1,Julus_scandinavius,2
2,AT,Malden,Food_forest,1,Polydesmus_angustus,6
2,AT,Malden,Food_forest,1,Brachydesmus_superus,6
2,AT,Malden,Food_forest,1,Polydesmus_inconstans,30
2,AS,Malden,Grassland,2,Polydesmus_inconstans,1
2,W,Swalmen,Forest,2,Polydesmus_inconstans,1
2,W,Swalmen,Forest,2,Polydesmus_angustus,9
2,T,Amsterdam,Grassland,1,Cylindroiulus_britannicus,1
2,I,Boelenslaan,Grassland,2,Cylindroiulus_caeruleocinctus,2
2,I,Boelenslaan,Grassland,2,Polydesmus_angustus,8
2,V,Amsterdam,Forest,2,Polydesmus_denticulatus,2
2,V,Amsterdam,Forest,2,Cylindroiulus_caeruleocinctus,1
2,V,Amsterdam,Forest,2,Polydesmus_inconstans,1
2,C,Haarzuilens,Forest,2,Polydesmus_denticulatus,7
2,C,Haarzuilens,Forest,2,Brachydesmus_superus,5
2,F,Vlaardingen,Grassland,2,Brachyiulus_pusillus,1
2,AE,Houthulst,Grassland,1,Polydesmus_coriaceus,2
2,AZ,Vaassen,Arable_field,1,Cylindroiulus_punctatus,2
2,AS,Malden,Grassland,1,Polydesmus_inconstans,1
2,E,Vlaardingen,Forest,2,Brachyiulus_pusillus,1
2,E,Vlaardingen,Forest,2,Brachydesmus_superus,1
2,E,Vlaardingen,Forest,2,Ophyiulus_pilosus,3
2,AB,Nevele,Forest,1,Ommatoiulus_sabulosus,2
2,AB,Nevele,Forest,1,Brachyiulus_pusillus,5
2,AB,Nevele,Forest,1,Allajulus_nitidus,1
2,AB,Nevele,Forest,1,Brachydesmus_superus,10
2,AB,Nevele,Forest,1,Polydesmus_inconstans,4
2,AB,Nevele,Forest,1,Polydesmus_angustus,2
2,A,Haarzuilens,Food_forest,2,Brachyiulus_pusillus,7
2,A,Haarzuilens,Food_forest,2,Polydesmus_denticulatus,4
2,AD,Houthulst,Food_forest,1,Polydesmus_angustus,46
2,AQ,Etten-Leur,Forest,1,Cylindroiulus_caeruleocinctus,3
2,AQ,Etten-Leur,Forest,1,Cylindroiulus_punctatus,1
2,AQ,Etten-Leur,Forest,1,Polydesmus_denticulatus,1
2,AQ,Etten-Leur,Forest,1,Polydesmus_inconstans,2
2,Z,Nevele,Food_forest,2,Cylindroiulus_britannicus,17
2,Z,Nevele,Food_forest,2,Brachyiulus_pusillus,2
2,Z,Nevele,Food_forest,2,Allajulus_nitidus,2
2,Z,Nevele,Food_forest,2,Polydesmus_angustus,10
2,Z,Nevele,Food_forest,2,Brachydesmus_superus,4
2,Z,Nevele,Food_forest,2,Polydesmus_inconstans,19
2,AD,Houthulst,Food_forest,2,Polydesmus_coriaceus,1
2,AD,Houthulst,Food_forest,2,Brachydesmus_superus,1
2,AD,Houthulst,Food_forest,2,Polydesmus_angustus,35
2,E,Vlaardingen,Forest,1,Brachyiulus_pusillus,3
2,E,Vlaardingen,Forest,1,Brachydesmus_superus,5
2,H,Boelenslaan,Food_forest,2,Craspedosoma_rawlinsii,1
2,H,Boelenslaan,Food_forest,2,Cylindroiulus_caeruleocinctus,1
2,H,Boelenslaan,Food_forest,2,Julus_scandinavius,2
2,H,Boelenslaan,Food_forest,2,Cylindroiulus_latestriatus,8
2,H,Boelenslaan,Food_forest,2,Brachydesmus_superus,3
2,H,Boelenslaan,Food_forest,2,Polydesmus_denticulatus,9
2,AO,Etten-Leur,Food_forest,2,Cylindroiulus_punctatus,1
2,AO,Etten-Leur,Food_forest,2,Brachyiulus_pusillus,22
2,AO,Etten-Leur,Food_forest,2,Polydesmus_denticulatus,1
2,AO,Etten-Leur,Food_forest,2,Ophyiulus_pilosus,2
2,AO,Etten-Leur,Food_forest,2,Cylindroiulus_latestriatus,25
2,Q,Sint-Truiden,Forest,2,Tachypodoiulus_niger,1
2,Q,Sint-Truiden,Forest,2,Polydesmus_angustus,1
2,AA,Nevele,Arable_field,2,Polydesmus_angustus,1
2,P,Sint-Truiden,Food_forest,2,Brachyiulus_pusillus,3
2,P,Sint-Truiden,Food_forest,2,Polydesmus_coriaceus,1
2,AP,Etten-Leur,Grassland,2,Cylindroiulus_caeruleocinctus,1
1,AO,Etten-Leur,Food_forest,1,Brachyiulus_pusillus,10
1,AO,Etten-Leur,Food_forest,1,Cylindroiulus_caeruleocinctus,6
1,AO,Etten-Leur,Food_forest,1,Cylindroiulus_punctatus,2
1,AO,Etten-Leur,Food_forest,1,Ophyiulus_pilosus,5
1,AO,Etten-Leur,Food_forest,1,Brachydesmus_superus,2
1,AO,Etten-Leur,Food_forest,1,Cylindroiulus_latestriatus,91
3,AQ,Etten-Leur,Forest,2,Cylindroiulus_caeruleocinctus,4
3,AQ,Etten-Leur,Forest,2,Brachydesmus_superus,22
3,AQ,Etten-Leur,Forest,2,Polydesmus_inconstans,7
3,S,Sint-Truiden,Arable_field,1,Julus_scandinavius,7
3,S,Sint-Truiden,Arable_field,1,Cylindroiulus_latestriatus,4
3,S,Sint-Truiden,Arable_field,1,Polydesmus_denticulatus,6
3,S,Sint-Truiden,Arable_field,1,Brachydesmus_superus,1
1,AF,Houthulst,Forest,2,Craspedosoma_rawlinsii,3
1,AF,Houthulst,Forest,2,Cylindroiulus_punctatus,2
1,AF,Houthulst,Forest,2,Leptoiulus_kervillei,2
1,AF,Houthulst,Forest,2,Cylindroiulus_latestriatus/britannicus,3
1,AF,Houthulst,Forest,2,Polydesmus_coriaceus,3
1,AF,Houthulst,Forest,2,Polydesmus_angustus,2
1,AQ,Etten-Leur,Forest,2,Cylindroiulus_caeruleocinctus,16
1,AQ,Etten-Leur,Forest,2,Cylindroiulus_punctatus,3
1,AQ,Etten-Leur,Forest,2,Polydesmus_denticulatus,1
1,AQ,Etten-Leur,Forest,2,Polydesmus_inconstans,6
1,AQ,Etten-Leur,Forest,2,Brachydesmus_superus,7
3,Z,Nevele,Food_forest,2,Ommatoiulus_sabulosus,5
3,Z,Nevele,Food_forest,2,Brachyiulus_pusillus,2
3,Z,Nevele,Food_forest,2,Leptoiulus_belgicus,2
3,Z,Nevele,Food_forest,2,Cylindroiulus_latestriatus,15
3,Z,Nevele,Food_forest,2,Polydesmus_angustus,4
3,Z,Nevele,Food_forest,2,Polydesmus_inconstans,7
3,Z,Nevele,Food_forest,2,Brachydesmus_superus,3
1,AB,Nevele,Forest,2,Brachyiulus_pusillus,25
1,AB,Nevele,Forest,2,Craspedosoma_rawlinsii,2
1,AB,Nevele,Forest,2,Julus_scandinavius,2
1,AB,Nevele,Forest,2,Polydesmus_angustus,10
1,AB,Nevele,Forest,2,Brachydesmus_superus,1
1,AB,Nevele,Forest,2,Polydesmus_inconstans,1
3,V,Amsterdam,Forest,1,Polydesmus_denticulatus,4
3,AF,Houthulst,Forest,2,Craspedosoma_rawlinsii,1
1,AQ,Etten-Leur,Forest,1,Cylindroiulus_caeruleocinctus,3
1,AQ,Etten-Leur,Forest,1,Cylindroiulus_punctatus,3
1,AQ,Etten-Leur,Forest,1,Brachydesmus_superus,1
1,Z,Nevele,Food_forest,2,Cylindroiulus_caeruleocinctus,1
1,Z,Nevele,Food_forest,2,Ommatoiulus_sabulosus,2
1,Z,Nevele,Food_forest,2,Polydesmus_inconstans,6
1,Z,Nevele,Food_forest,2,Polydesmus_angustus,6
1,Z,Nevele,Food_forest,2,Polydesmus_denticulatus,2
1,Z,Nevele,Food_forest,2,Brachydesmus_superus,3
1,Z,Nevele,Food_forest,2,Brachyiulus_pusillus,1
1,Z,Nevele,Food_forest,2,Cylindroiulus_latestriatus,228
1,H,Boelenslaan,Food_forest,2,Julus_scandinavius,2
1,H,Boelenslaan,Food_forest,2,Cylindroiulus_latestriatus,3
4,Y,Swalmen,Food_forest,1,Cylindroiulus_punctatus,1
4,Y,Swalmen,Food_forest,1,Cylindroiulus_latestriatus/britannicus,1
4,AO,Etten-Leur,Food_forest,2,Cylindroiulus_latestriatus,11
4,AO,Etten-Leur,Food_forest,1,Cylindroiulus_caeruleocinctus,1
4,AO,Etten-Leur,Food_forest,1,Cylindroiulus_punctatus,1
4,AQ,Etten-Leur,Forest,2,Cylindroiulus_punctatus,1
4,E,Vlaardingen,Forest,1,Cylindroiulus_punctatus,2
4,G,Vlaardingen,Food_forest,2,Ophyiulus_pilosus,2
4,AM,Oostwaard,Forest,1,Blaniulus_guttulatus,1
4,AV,Malden,Arable_field,2,Cylindroiulus_latestriatus,3
4,U,Amsterdam,Food_forest,2,Brachyiulus_pusillus,4
4,AF,Houthulst,Forest,1,Craspedosoma_rawlinsii,1
4,AF,Houthulst,Forest,1,Cylindroiulus_punctatus,1
4,AF,Houthulst,Forest,1,Chordeuma_sylvestre,1
4,AZ,Vaassen,Arable_field,2,Cylindroiulus_punctatus,1
4,Q,Sint-Truiden,Forest,2,Cylindroiulus_punctatus,1
3,Y,Swalmen,Food_forest,1,Cylindroiulus_latestriatus,1
3,Y,Swalmen,Food_forest,1,Polydesmus_angustus,1
3,AU,Malden,Forest,2,Cylindroiulus_punctatus,1
3,AU,Malden,Forest,2,Polydesmus_angustus,5
3,AU,Malden,Forest,2,Polydesmus_denticulatus,3
3,AT,Malden,Food_forest,1,Polydesmus_denticulatus,1
3,AS,Malden,Grassland,2,Polydesmus_inconstans,4
3,AT,Malden,Food_forest,2,Brachyiulus_pusillus,1
3,Q,Sint-Truiden,Forest,1,Glomeris_marginata,7
3,Q,Sint-Truiden,Forest,1,Tachypodoiulus_niger,2
3,Q,Sint-Truiden,Forest,1,Chordeuma_sylvestre,2
3,C,Haarzuilens,Forest,1,Brachyiulus_pusillus,2
3,C,Haarzuilens,Forest,1,Polydesmus_denticulatus,1
3,AV,Malden,Arable_field,2,Brachyiulus_pusillus,1
3,AV,Malden,Arable_field,2,Polydesmus_inconstans,1
3,Y,Swalmen,Food_forest,2,Julus_scandinavius,1
3,Y,Swalmen,Food_forest,2,Ommatoiulus_sabulosus,2
3,B,Haarzuilens,Grassland,2,Brachyiulus_pusillus,1
3,C,Haarzuilens,Forest,2,Polydesmus_denticulatus,1
3,W,Swalmen,Forest,1,Polydesmus_angustus,1
3,A,Haarzuilens,Food_forest,1,Polydesmus_denticulatus,1
3,A,Haarzuilens,Food_forest,1,Brachyiulus_pusillus,1
3,A,Haarzuilens,Food_forest,2,Polydesmus_denticulatus,8
3,A,Haarzuilens,Food_forest,2,Brachyiulus_pusillus,9
3,S,Sint-Truiden,Arable_field,2,Polydesmus_denticulatus,1
3,S,Sint-Truiden,Arable_field,2,Cylindroiulus_latestriatus,1
3,Z,Nevele,Food_forest,1,Cylindroiulus_britannicus,3
3,Z,Nevele,Food_forest,1,Polydesmus_angustus,2
3,Z,Nevele,Food_forest,1,Polydesmus_inconstans,1
3,AN,Oostwaard,Food_forest,2,Polydesmus_denticulatus,1
3,AN,Oostwaard,Food_forest,2,Brachyiulus_pusillus,2
3,J,Boelenslaan,Food_forest,2,Cylindroiulus_caeruleocinctus,1
3,J,Boelenslaan,Food_forest,2,Polydesmus_denticulatus,1
3,AU,Malden,Forest,1,Cylindroiulus_punctatus,2
3,I,Boelenslaan,Grassland,2,Polydesmus_angustus,2
3,AO,Etten-Leur,Food_forest,1,Brachyiulus_pusillus,11
3,AO,Etten-Leur,Food_forest,1,Cylindroiulus_latestriatus,6
3,AO,Etten-Leur,Food_forest,1,Polydesmus_inconstans,3
3,AO,Etten-Leur,Food_forest,2,Cylindroiulus_caeruleocinctus,4
3,AO,Etten-Leur,Food_forest,2,Cylindroiulus_punctatus,3
3,AO,Etten-Leur,Food_forest,2,Polydesmus_inconstans,1
3,AP,Etten-Leur,Grassland,1,Brachyiulus_pusillus,1
3,Q,Sint-Truiden,Forest,2,Glomeris_marginata,4
3,Q,Sint-Truiden,Forest,2,Cylindroiulus_punctatus,1
3,Q,Sint-Truiden,Forest,2,Tachypodoiulus_niger,1
3,P,Sint-Truiden,Food_forest,2,Polydesmus_inconstans,2
3,G,Vlaardingen,Food_forest,1,Brachydesmus_superus,3
3,AX,Vaassen,Food_forest,2,Cylindroiulus_caeruleocinctus,1
3,AX,Vaassen,Food_forest,2,Cylindroiulus_latestriatus,6
3,AX,Vaassen,Food_forest,2,Polydesmus_angustus,20
3,AX,Vaassen,Food_forest,2,Polydesmus_inconstans,2
3,AX,Vaassen,Food_forest,2,Brachyiulus_pusillus,1
3,AO,Etten-Leur,Food_forest,2,Brachyiulus_pusillus,2
3,AO,Etten-Leur,Food_forest,2,Cylindroiulus_latestriatus,3
3,AO,Etten-Leur,Food_forest,2,Cylindroiulus_britannicus,2
3,AW,Vaassen,Forest,2,Polydesmus_angustus,6
3,AX,Vaassen,Food_forest,2,Cylindroiulus_caeruleocinctus,1
3,AX,Vaassen,Food_forest,2,Polydesmus_angustus,1
3,U,Amsterdam,Food_forest,1,Brachyiulus_pusillus,1
3,AQ,Etten-Leur,Forest,1,Cylindroiulus_caeruleocinctus,2
3,AQ,Etten-Leur,Forest,1,Cylindroiulus_punctatus,1
3,AQ,Etten-Leur,Forest,1,Cylindroiulus_latestriatus,3
3,AW,Vaassen,Forest,1,Polydesmus_angustus,1
3,AB,Nevele,Forest,1,Cylindroiulus_punctatus,3
3,AB,Nevele,Forest,1,Craspedosoma_rawlinsii,1
3,AB,Nevele,Forest,1,Polydesmus_denticulatus,1
3,AB,Nevele,Forest,1,Polydesmus_inconstans,2
3,AM,Oostwaard,Forest,1,Cylindroiulus_caeruleocinctus,1
3,AM,Oostwaard,Forest,1,Blaniulus_guttulatus,2
4,AB,Nevele,Forest,1,Allajulus_nitidus,2
4,AU,Malden,Forest,2,Cylindroiulus_punctatus,1
4,Z,Nevele,Food_forest,2,Craspedosoma_rawlinsii,2
4,Z,Nevele,Food_forest,2,Brachyiulus_pusillus,1
4,Z,Nevele,Food_forest,2,Julus_scandinavius,2
4,Z,Nevele,Food_forest,2,Ommatoiulus_sabulosus,1
4,Z,Nevele,Food_forest,2,Leptoiulus_belgicus,1
4,Z,Nevele,Food_forest,2,Allajulus_nitidus,5
4,Z,Nevele,Food_forest,1,Ommatoiulus_sabulosus,1
4,Z,Nevele,Food_forest,1,Cylindroiulus_latestriatus,2
2,AF,Houthulst,Forest,1,Allajulus_nitidus,4
2,AF,Houthulst,Forest,1,Polydesmus_coriaceus,4
2,AF,Houthulst,Forest,1,Polydesmus_angustus,1
